lat,lon,hour,dayofweek,is_weekend,is_off_hours,km_travelled,km_per_hour,country_changed,resource_changed,device_changed,is_new_device_for_user,is_untrusted_device,mfa_false,result_failure,role_contractor,role_employee,action_login,action_logout,country_IN,country_SG,country_UK,country_US,resource_email,resource_finance_app,resource_hr_portal,resource_vpn,is_anomaly
51.5,-0.12,19,4,0,0,10847.683830031905,20000.0,1,1,1,1,0,0,0,False,True,False,True,False,False,True,False,False,False,False,False,0
51.5,-0.12,19,4,0,0,0.0,0.0,0,1,1,1,0,0,0,False,False,True,False,False,False,True,False,False,False,True,False,0
37.77,-122.41,20,4,0,0,8617.413579531496,16906.097485729366,1,1,1,1,0,0,0,False,True,False,False,False,False,False,True,False,False,False,True,0
51.5,-0.12,20,4,0,0,8617.413579531496,20000.0,1,1,1,1,0,0,0,True,False,False,False,False,False,True,False,True,False,False,False,0
1.35,103.82,21,4,0,0,10847.683830031905,20000.0,1,0,1,1,0,0,0,False,True,True,False,False,True,False,False,True,False,False,False,0
52.52,13.4,21,4,0,0,9916.835913716,20000.0,1,1,1,1,0,0,0,False,True,True,False,False,False,False,False,False,True,False,False,0
37.77,-122.41,22,4,0,1,9105.156011748604,10922.546365309889,1,0,1,1,0,0,0,False,True,True,False,False,False,False,True,False,True,False,False,0
19.07,72.87,22,4,0,1,13495.773653008306,20000.0,1,1,1,0,0,0,0,False,True,True,False,True,False,False,False,False,False,True,False,0
52.52,13.4,22,4,0,1,6286.49014548584,20000.0,1,1,1,0,0,0,0,False,True,True,False,False,False,False,False,True,False,False,False,0
51.5,-0.12,22,4,0,1,930.8785347807835,5557.48378973602,1,1,1,1,0,1,0,False,True,False,True,False,False,True,False,False,False,False,False,0
37.77,-122.41,22,4,0,1,8617.413579531496,20000.0,1,1,1,1,1,0,0,False,True,False,False,False,False,False,True,True,False,False,False,0
52.52,13.4,22,4,0,1,9105.156011748604,20000.0,1,1,1,1,0,1,0,False,True,True,False,False,False,False,False,False,True,False,False,0
1.35,103.82,22,4,0,1,9916.835913716,20000.0,1,1,1,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,True,0
37.77,-122.41,23,4,0,1,13583.243126192967,20000.0,1,0,1,1,0,0,1,False,True,True,False,False,False,False,True,False,False,False,True,0
51.5,-0.12,23,4,0,1,8617.413579531496,18554.2397645415,1,1,1,1,0,0,0,False,True,False,True,False,False,True,False,False,True,False,False,0
1.35,103.82,23,4,0,1,10847.683830031905,20000.0,1,1,1,1,0,1,1,False,True,False,True,False,True,False,False,False,False,True,False,0
1.35,103.82,0,5,1,1,0.0,0.0,0,1,1,1,0,0,0,False,True,True,False,False,True,False,False,False,False,False,True,0
1.35,103.82,0,5,1,1,0.0,0.0,0,0,1,0,0,0,0,False,True,True,False,False,True,False,False,False,False,False,True,0
52.52,13.4,0,5,1,1,9916.835913716,20000.0,1,1,1,0,0,0,0,True,False,True,False,False,False,False,False,True,False,False,False,0
52.52,13.4,0,5,1,1,0.0,0.0,0,1,1,0,0,0,1,False,True,True,False,False,False,False,False,False,False,False,False,0
1.35,103.82,0,5,1,1,9916.835913716,20000.0,1,1,1,1,0,1,0,False,True,True,False,False,True,False,False,False,False,False,True,0
37.77,-122.41,1,5,1,1,13583.243126192967,20000.0,1,1,1,1,0,1,0,False,True,False,False,False,False,False,True,False,False,False,False,0
52.52,13.4,1,5,1,1,9105.156011748604,16389.280821147488,1,0,1,0,0,1,0,False,True,False,True,False,False,False,False,False,False,False,False,0
52.52,13.4,2,5,1,1,0.0,0.0,0,1,1,1,0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,0
52.52,13.4,2,5,1,1,0.0,0.0,0,1,1,1,1,1,1,False,True,False,False,False,False,False,False,False,False,False,True,0
51.5,-0.12,2,5,1,1,930.8785347807835,2839.9684111956108,1,1,1,0,0,0,0,False,True,False,False,False,False,True,False,False,True,False,False,0
1.35,103.82,3,5,1,1,10847.683830031905,15423.24715170413,1,1,1,0,0,1,0,False,True,True,False,False,True,False,False,True,False,False,False,0
19.07,72.87,3,5,1,1,3904.3449234062364,20000.0,1,0,1,1,0,0,0,False,False,True,False,True,False,False,False,True,False,False,False,0
51.5,-0.12,3,5,1,1,7191.114210511749,20000.0,1,1,1,0,0,1,0,False,True,False,True,False,False,True,False,False,False,False,False,0
51.5,-0.12,3,5,1,1,0.0,0.0,0,1,1,1,0,0,0,False,True,True,False,False,False,True,False,False,False,False,True,0
1.35,103.82,3,5,1,1,10847.683830031905,20000.0,1,1,1,0,1,1,0,True,False,False,True,False,True,False,False,False,False,True,False,1
1.35,103.82,3,5,1,1,0.0,0.0,0,1,1,1,0,0,0,False,True,True,False,False,True,False,False,False,False,False,True,0
19.07,72.87,4,5,1,1,3904.3449234062364,10745.903458916247,1,0,1,0,0,1,0,False,True,False,True,True,False,False,False,False,False,False,True,0
19.07,72.87,4,5,1,1,0.0,0.0,0,0,1,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,True,0
1.35,103.82,4,5,1,1,3904.3449234062364,11511.58208375303,1,1,1,0,0,0,0,False,True,False,False,False,True,False,False,False,True,False,False,0
37.77,-122.41,4,5,1,1,13583.243126192967,20000.0,1,1,1,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,True,0
52.52,13.4,4,5,1,1,9105.156011748604,20000.0,1,1,1,0,0,0,0,False,True,True,False,False,False,False,False,True,False,False,False,0
37.77,-122.41,5,5,1,1,9105.156011748604,20000.0,1,1,1,1,0,0,0,False,True,False,True,False,False,False,True,False,False,False,False,0
37.77,-122.41,5,5,1,1,0.0,0.0,0,1,1,1,0,1,0,True,False,False,False,False,False,False,True,True,False,False,False,0
37.77,-122.41,5,5,1,1,0.0,0.0,0,1,1,1,0,1,0,False,False,True,False,False,False,False,True,False,True,False,False,0
19.07,72.87,5,5,1,1,13495.773653008306,20000.0,1,1,1,0,0,0,0,False,True,False,True,True,False,False,False,False,False,False,True,0
19.07,72.87,5,5,1,1,0.0,0.0,0,1,1,1,0,0,0,False,True,False,True,True,False,False,False,True,False,False,False,0
52.52,13.4,6,5,1,0,6286.49014548584,20000.0,1,1,1,0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False,0
52.52,13.4,6,5,1,0,0.0,0.0,0,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,0
51.5,-0.12,6,5,1,0,930.8785347807835,20000.0,1,1,1,0,0,0,0,True,False,False,False,False,False,True,False,False,False,True,False,0
52.52,13.4,7,5,1,0,930.8785347807835,1544.3146199128207,1,1,1,1,0,1,0,False,True,False,False,False,False,False,False,False,False,False,True,0
19.07,72.87,8,5,1,0,6286.49014548584,7729.29116248259,1,0,1,0,0,0,0,False,True,True,False,True,False,False,False,False,False,False,True,0
51.5,-0.12,8,5,1,0,7191.114210511749,20000.0,1,1,1,0,1,0,0,True,False,False,False,False,False,True,False,False,False,True,False,0
19.07,72.87,8,5,1,0,7191.114210511749,20000.0,1,1,1,0,0,0,0,False,True,False,True,True,False,False,False,False,False,False,False,0
51.5,-0.12,8,5,1,0,7191.114210511749,20000.0,1,1,1,1,0,1,0,False,True,False,False,False,False,True,False,False,True,False,False,0
19.07,72.87,8,5,1,0,7191.114210511749,20000.0,1,1,1,0,0,1,0,False,True,True,False,True,False,False,False,True,False,False,False,0
37.77,-122.41,9,5,1,0,13495.773653008306,20000.0,1,1,1,1,0,0,0,True,False,False,True,False,False,False,True,False,True,False,False,0
37.77,-122.41,9,5,1,0,0.0,0.0,0,1,1,0,0,0,0,False,True,False,True,False,False,False,True,False,False,False,True,0
37.77,-122.41,9,5,1,0,0.0,0.0,0,1,1,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,0
37.77,-122.41,10,5,1,0,0.0,0.0,0,1,1,0,1,0,0,False,True,False,True,False,False,False,True,True,False,False,False,0
1.35,103.82,10,5,1,0,13583.243126192967,20000.0,1,1,1,1,0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,0
37.77,-122.41,10,5,1,0,13583.243126192967,20000.0,1,1,1,0,0,0,0,False,True,False,True,False,False,False,True,True,False,False,False,0
37.77,-122.41,10,5,1,0,0.0,0.0,0,1,1,0,0,1,0,True,False,True,False,False,False,False,True,False,False,False,False,0
51.5,-0.12,10,5,1,0,8617.413579531496,20000.0,1,1,1,1,0,0,0,False,True,False,True,False,False,True,False,False,False,True,False,0
1.35,103.82,10,5,1,0,10847.683830031905,20000.0,1,1,1,1,0,1,0,False,True,False,False,False,True,False,False,False,False,False,False,0
19.07,72.87,11,5,1,0,3904.3449234062364,13002.443778226136,1,1,1,0,0,0,0,True,False,False,True,True,False,False,False,False,False,True,False,0
37.77,-122.41,11,5,1,0,13495.773653008306,20000.0,1,1,1,0,0,0,0,True,False,False,True,False,False,False,True,False,True,False,False,0
51.5,-0.12,11,5,1,0,8617.413579531496,20000.0,1,1,1,0,1,0,0,False,True,False,True,False,False,True,False,False,False,True,False,0
37.77,-122.41,12,5,1,0,8617.413579531496,12813.997887779176,1,1,0,0,0,0,0,False,True,False,True,False,False,False,True,False,True,False,False,0
52.52,13.4,12,5,1,0,9105.156011748604,20000.0,1,1,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,True,False,0
37.77,-122.41,12,5,1,0,9105.156011748604,20000.0,1,1,1,0,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,0
37.77,-122.41,12,5,1,0,0.0,0.0,0,1,1,0,0,1,0,False,True,True,False,False,False,False,True,False,False,True,False,0
37.77,-122.41,12,5,1,0,0.0,0.0,0,1,1,1,0,0,0,True,False,True,False,False,False,False,True,True,False,False,False,0
19.07,72.87,12,5,1,0,13495.773653008306,20000.0,1,1,1,0,1,1,0,False,True,False,False,True,False,False,False,False,False,False,True,0
1.35,103.82,12,5,1,0,3904.3449234062364,17352.644104027717,1,1,1,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,False,0
1.35,103.82,12,5,1,0,0.0,0.0,0,1,1,0,0,0,0,False,True,True,False,False,True,False,False,False,False,False,True,0
19.07,72.87,12,5,1,0,3904.3449234062364,20000.0,1,1,1,1,0,0,0,False,False,False,False,True,False,False,False,False,True,False,False,0
52.52,13.4,12,5,1,0,6286.49014548584,20000.0,1,1,1,1,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False,0
1.35,103.82,13,5,1,0,9916.835913716,20000.0,1,1,1,1,0,1,0,False,True,False,False,False,True,False,False,False,False,False,True,0
37.77,-122.41,13,5,1,0,13583.243126192967,20000.0,1,1,1,0,0,1,0,False,True,False,True,False,False,False,True,False,False,False,False,0
51.5,-0.12,13,5,1,0,8617.413579531496,20000.0,1,0,1,1,1,0,0,False,True,True,False,False,False,True,False,False,False,False,False,0
19.07,72.87,13,5,1,0,7191.114210511749,18230.99377312838,1,1,1,0,0,1,0,False,True,False,True,True,False,False,False,False,True,False,False,0
37.77,-122.41,14,5,1,0,13495.773653008306,20000.0,1,1,1,0,0,0,1,False,True,True,False,False,False,False,True,False,False,False,False,0
19.07,72.87,14,5,1,0,13495.773653008306,20000.0,1,0,1,0,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,0
1.35,103.82,14,5,1,0,3904.3449234062364,14565.431838613938,1,1,1,0,0,0,0,True,False,True,False,False,True,False,False,False,True,False,False,0
52.52,13.4,14,5,1,0,9916.835913716,20000.0,1,1,1,0,0,1,0,True,False,False,False,False,False,False,False,False,False,True,False,0
1.35,103.82,15,5,1,0,9916.835913716,20000.0,1,0,1,0,0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,0
37.77,-122.41,15,5,1,0,13583.243126192967,20000.0,1,1,1,0,0,0,0,False,True,False,True,False,False,False,True,False,False,False,False,0
19.07,72.87,16,5,1,0,13495.773653008306,20000.0,1,1,1,0,0,0,0,False,True,False,True,True,False,False,False,False,False,True,False,0
1.35,103.82,16,5,1,0,3904.3449234062364,20000.0,1,1,1,0,1,1,0,False,True,False,False,False,True,False,False,False,False,False,False,0
19.07,72.87,16,5,1,0,3904.3449234062364,11436.649084021521,1,1,1,1,0,1,0,False,True,True,False,True,False,False,False,False,True,False,False,0
37.77,-122.41,16,5,1,0,13495.773653008306,20000.0,1,1,1,0,0,0,0,False,True,False,True,False,False,False,True,True,False,False,False,0
51.5,-0.12,16,5,1,0,8617.413579531496,20000.0,1,0,1,1,1,0,0,False,True,False,True,False,False,True,False,True,False,False,False,0
37.77,-122.41,17,5,1,0,8617.413579531496,20000.0,1,1,1,0,0,0,0,True,False,False,False,False,False,False,True,False,False,True,False,0
51.5,-0.12,17,5,1,0,8617.413579531496,20000.0,1,1,1,1,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,0
19.07,72.87,17,5,1,0,7191.114210511749,18855.07003484508,1,1,1,1,1,1,0,False,False,False,True,True,False,False,False,False,True,False,False,0
52.52,13.4,18,5,1,0,6286.49014548584,20000.0,1,1,1,1,0,0,0,False,True,False,True,False,False,False,False,False,False,False,True,0
51.5,-0.12,18,5,1,0,930.8785347807835,5511.780798044113,1,1,1,0,0,1,0,False,True,True,False,False,False,True,False,False,False,False,False,0
37.77,-122.41,18,5,1,0,8617.413579531496,20000.0,1,1,1,0,0,0,0,False,True,True,False,False,False,False,True,False,True,False,False,0
1.35,103.82,18,5,1,0,13583.243126192967,20000.0,1,1,1,0,0,1,1,False,True,False,False,False,True,False,False,False,False,True,False,0
19.07,72.87,18,5,1,0,3904.3449234062364,20000.0,1,1,1,0,0,0,0,False,True,False,True,True,False,False,False,False,False,False,True,0
51.5,-0.12,18,5,1,0,7191.114210511749,20000.0,1,1,1,0,0,0,0,False,True,False,False,False,False,True,False,False,True,False,False,0
52.52,13.4,19,5,1,0,930.8785347807835,5502.7302548617745,1,0,1,1,1,0,0,False,True,True,False,False,False,False,False,False,True,False,False,0
51.5,-0.12,19,5,1,0,930.8785347807835,7793.401686536792,1,1,1,1,0,0,0,False,True,True,False,False,False,True,False,False,False,True,False,0
19.07,72.87,19,5,1,0,7191.114210511749,13365.003179061589,1,0,1,1,0,0,0,True,False,True,False,True,False,False,False,False,False,True,False,0
52.52,13.4,19,5,1,0,6286.49014548584,20000.0,1,0,1,0,0,0,0,False,True,True,False,False,False,False,False,False,False,True,False,0
52.52,13.4,20,5,1,0,0.0,0.0,0,1,1,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,0
1.35,103.82,20,5,1,0,9916.835913716,20000.0,1,1,1,0,0,0,0,True,False,False,True,False,True,False,False,False,False,True,False,0
51.5,-0.12,20,5,1,0,10847.683830031905,20000.0,1,1,1,0,0,0,0,True,False,False,True,False,False,True,False,False,True,False,False,0
37.77,-122.41,20,5,1,0,8617.413579531496,20000.0,1,0,1,0,0,0,0,False,True,False,True,False,False,False,True,False,True,False,False,0
19.07,72.87,20,5,1,0,13495.773653008306,20000.0,1,0,1,0,0,1,0,False,True,False,True,True,False,False,False,False,True,False,False,0
51.5,-0.12,20,5,1,0,7191.114210511749,20000.0,1,1,1,0,0,0,0,True,False,False,True,False,False,True,False,False,False,True,False,0
51.5,-0.12,21,5,1,0,0.0,0.0,0,1,1,1,0,1,0,True,False,True,False,False,False,True,False,False,False,False,False,0
19.07,72.87,21,5,1,0,7191.114210511749,20000.0,1,1,1,0,0,0,0,True,False,False,True,True,False,False,False,False,True,False,False,0
37.77,-122.41,21,5,1,0,13495.773653008306,20000.0,1,1,1,0,0,0,0,True,False,False,False,False,False,False,True,False,False,True,False,0
1.35,103.82,22,5,1,1,13583.243126192967,20000.0,1,1,1,0,0,0,0,False,True,True,False,False,True,False,False,True,False,False,False,0
51.5,-0.12,22,5,1,1,10847.683830031905,20000.0,1,1,1,0,0,0,0,False,True,False,True,False,False,True,False,False,False,False,False,0
52.52,13.4,23,5,1,1,930.8785347807835,903.0349569417464,1,1,1,0,0,1,0,False,True,True,False,False,False,False,False,False,False,True,False,0
37.77,-122.41,23,5,1,1,9105.156011748604,20000.0,1,1,0,0,0,1,0,True,False,True,False,False,False,False,True,False,False,False,False,0
51.5,-0.12,0,6,1,1,8617.413579531496,11067.673523479623,1,1,1,1,0,0,0,False,True,False,True,False,False,True,False,False,False,True,False,0
1.35,103.82,0,6,1,1,10847.683830031905,20000.0,1,1,1,1,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,0
37.77,-122.41,0,6,1,1,13583.243126192967,20000.0,1,1,1,0,0,0,0,False,True,True,False,False,False,False,True,False,True,False,False,0
52.52,13.4,0,6,1,1,9105.156011748604,20000.0,1,1,1,0,0,0,0,True,False,False,True,False,False,False,False,False,False,True,False,0
37.77,-122.41,1,6,1,1,9105.156011748604,20000.0,1,1,1,0,0,1,0,False,False,False,False,False,False,False,True,False,True,False,False,0
37.77,-122.41,1,6,1,1,0.0,0.0,0,1,1,0,1,0,0,False,True,True,False,False,False,False,True,False,False,True,False,0
52.52,13.4,1,6,1,1,9105.156011748604,20000.0,1,1,1,0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,True,0
52.52,13.4,1,6,1,1,0.0,0.0,0,1,1,0,0,0,0,False,True,True,False,False,False,False,False,False,True,False,False,0
37.77,-122.41,1,6,1,1,9105.156011748604,20000.0,1,1,1,0,0,0,0,False,False,True,False,False,False,False,True,False,False,True,False,0
19.07,72.87,2,6,1,1,13495.773653008306,20000.0,1,0,1,0,0,0,0,False,True,True,False,True,False,False,False,False,False,True,False,0
1.35,103.82,2,6,1,1,3904.3449234062364,19630.78453109281,1,0,1,0,1,1,0,False,True,False,True,False,True,False,False,False,False,True,False,1
51.5,-0.12,2,6,1,1,10847.683830031905,20000.0,1,0,1,0,0,0,0,False,True,True,False,False,False,True,False,False,False,True,False,0
37.77,-122.41,2,6,1,1,8617.413579531496,20000.0,1,1,1,0,0,1,0,False,True,False,True,False,False,False,True,False,False,False,True,0
19.07,72.87,2,6,1,1,13495.773653008306,20000.0,1,1,1,0,0,0,0,False,True,True,False,True,False,False,False,True,False,False,False,0
1.35,103.82,2,6,1,1,3904.3449234062364,13834.29303569139,1,1,1,1,0,0,0,False,True,True,False,False,True,False,False,False,False,False,True,0
37.77,-122.41,3,6,1,1,13583.243126192967,20000.0,1,1,1,1,1,1,0,False,True,False,True,False,False,False,True,False,False,False,False,1
19.07,72.87,3,6,1,1,13495.773653008306,20000.0,1,1,1,0,0,0,0,False,True,False,True,True,False,False,False,False,False,True,False,0
1.35,103.82,4,6,1,1,3904.3449234062364,5562.185090725148,1,1,1,0,0,0,0,False,True,False,True,False,True,False,False,False,False,False,True,0
1.35,103.82,4,6,1,1,0.0,0.0,0,1,1,0,0,0,0,False,True,True,False,False,True,False,False,False,False,True,False,0
1.35,103.82,4,6,1,1,0.0,0.0,0,1,0,0,1,0,0,False,True,True,False,False,True,False,False,True,False,False,False,0
19.07,72.87,5,6,1,1,3904.3449234062364,12405.6855465688,1,1,1,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,True,0
52.52,13.4,5,6,1,1,6286.49014548584,20000.0,1,1,1,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,0
1.35,103.82,5,6,1,1,9916.835913716,20000.0,1,1,1,0,0,0,0,False,False,False,True,False,True,False,False,False,False,True,False,0
51.5,-0.12,5,6,1,1,10847.683830031905,16428.97004127676,1,1,1,0,0,1,0,True,False,False,False,False,False,True,False,False,False,False,True,0
1.35,103.82,5,6,1,1,10847.683830031905,20000.0,1,1,1,0,0,0,0,False,True,False,True,False,True,False,False,True,False,False,False,0
19.07,72.87,6,6,1,0,3904.3449234062364,20000.0,1,1,1,0,0,0,0,False,True,True,False,True,False,False,False,False,False,False,True,0
51.5,-0.12,6,6,1,0,7191.114210511749,20000.0,1,1,1,0,0,0,0,False,True,False,True,False,False,True,False,True,False,False,False,0
1.35,103.82,6,6,1,0,10847.683830031905,20000.0,1,0,1,0,0,0,0,False,True,True,False,False,True,False,False,True,False,False,False,0
51.5,-0.12,7,6,1,0,10847.683830031905,17180.669506429767,1,1,1,1,0,0,0,False,True,False,True,False,False,True,False,False,True,False,False,0
1.35,103.82,7,6,1,0,10847.683830031905,20000.0,1,1,1,0,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,0
51.5,-0.12,7,6,1,0,10847.683830031905,20000.0,1,1,1,0,0,0,0,False,True,False,False,False,False,True,False,False,False,True,False,0
52.52,13.4,7,6,1,0,930.8785347807835,1608.8155185841674,1,1,1,0,0,1,0,False,True,False,True,False,False,False,False,False,False,False,True,0
19.07,72.87,7,6,1,0,6286.49014548584,20000.0,1,1,1,0,0,0,0,False,True,False,True,True,False,False,False,False,True,False,False,0
52.52,13.4,8,6,1,0,6286.49014548584,20000.0,1,1,1,0,0,1,0,False,True,True,False,False,False,False,False,False,False,False,True,0
37.77,-122.41,8,6,1,0,9105.156011748604,20000.0,1,1,1,0,0,0,0,True,False,True,False,False,False,False,True,False,False,False,False,0
19.07,72.87,8,6,1,0,13495.773653008306,20000.0,1,1,1,1,0,0,0,True,False,False,True,True,False,False,False,False,True,False,False,0
1.35,103.82,8,6,1,0,3904.3449234062364,10576.10362999432,1,1,1,0,0,0,0,False,True,False,False,False,True,False,False,False,False,True,False,0
51.5,-0.12,9,6,1,0,10847.683830031905,20000.0,1,1,1,0,1,0,1,False,True,False,True,False,False,True,False,False,True,False,False,0
52.52,13.4,9,6,1,0,930.8785347807835,20000.0,1,1,1,0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,True,0
19.07,72.87,9,6,1,0,6286.49014548584,9453.36863982833,1,1,1,0,0,0,0,False,True,False,False,True,False,False,False,False,False,True,False,0
37.77,-122.41,9,6,1,0,13495.773653008306,20000.0,1,1,1,1,0,0,0,True,False,False,False,False,False,False,True,False,False,False,True,0
51.5,-0.12,9,6,1,0,8617.413579531496,20000.0,1,0,1,0,0,1,0,False,True,False,True,False,False,True,False,False,False,False,True,0
1.35,103.82,10,6,1,0,10847.683830031905,20000.0,1,0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,True,0
19.07,72.87,10,6,1,0,3904.3449234062364,20000.0,1,1,1,1,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,0
52.52,13.4,10,6,1,0,6286.49014548584,19799.968962160125,1,1,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,0
52.52,13.4,10,6,1,0,0.0,0.0,0,1,1,0,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False,0
19.07,72.87,11,6,1,0,6286.49014548584,20000.0,1,1,1,0,0,0,0,False,True,False,False,True,False,False,False,False,False,True,False,0
19.07,72.87,11,6,1,0,0.0,0.0,0,1,1,0,0,1,0,False,True,False,True,True,False,False,False,True,False,False,False,0
51.5,-0.12,11,6,1,0,7191.114210511749,20000.0,1,1,1,0,1,0,0,True,False,False,False,False,False,True,False,False,False,False,False,0
