timestamp,user,role,device_id,device_trust,country,lat,lon,resource,action,result,mfa,is_anomaly,time_diff_seconds,time_diff_minutes
2025-10-11 12:59:31,user001,admin,device053,trusted,IN,19.07,72.87,finance_app,access,success,True,1,453.0,7.55
2025-10-11 12:59:32,user001,employee,device065,trusted,DE,52.52,13.4,dev_repo,logout,success,True,1,1.0,0.016666666666666666
2025-10-11 13:10:06,user001,employee,device067,trusted,SG,1.35,103.82,vpn,access,success,False,1,634.0,10.566666666666666
2025-10-11 13:20:39,user001,employee,device003,trusted,US,37.77,-122.41,dev_repo,logout,success,False,1,633.0,10.55
2025-10-11 13:32:17,user001,employee,device093,untrusted,UK,51.5,-0.12,dev_repo,login,success,True,1,698.0,11.633333333333333
2025-10-11 13:55:57,user001,employee,device060,trusted,IN,19.07,72.87,finance_app,logout,success,False,1,1420.0,23.666666666666668
2025-10-11 14:10:53,user001,employee,device052,trusted,US,37.77,-122.41,dev_repo,login,failure,True,1,896.0,14.933333333333334
2025-10-11 14:29:51,user001,employee,device042,trusted,IN,19.07,72.87,dev_repo,login,success,True,1,1138.0,18.966666666666665
2025-10-11 14:45:56,user001,contractor,device065,trusted,SG,1.35,103.82,finance_app,login,success,True,1,965.0,16.083333333333332
2025-10-11 14:45:59,user001,contractor,device030,trusted,DE,52.52,13.4,hr_portal,access,success,False,1,3.0,0.05
2025-10-11 15:07:22,user001,contractor,device021,trusted,SG,1.35,103.82,hr_portal,access,success,True,1,1283.0,21.383333333333333
2025-10-11 15:34:29,user001,employee,device089,trusted,US,37.77,-122.41,dev_repo,logout,success,True,1,1627.0,27.116666666666667
2025-10-11 16:02:10,user001,employee,device018,trusted,IN,19.07,72.87,hr_portal,logout,success,True,1,1661.0,27.683333333333334
2025-10-11 16:12:01,user001,employee,device074,untrusted,SG,1.35,103.82,dev_repo,access,success,False,1,591.0,9.85
2025-10-11 16:32:30,user001,employee,device084,trusted,IN,19.07,72.87,finance_app,login,success,False,1,1229.0,20.483333333333334
2025-10-11 16:54:06,user001,employee,device091,trusted,US,37.77,-122.41,email,logout,success,True,1,1296.0,21.6
2025-10-11 16:59:24,user001,employee,device068,untrusted,UK,51.5,-0.12,email,logout,success,True,1,318.0,5.3
2025-10-11 17:21:16,user001,contractor,device028,trusted,US,37.77,-122.41,hr_portal,access,success,True,1,1312.0,21.866666666666667
2025-10-11 17:27:56,user001,admin,device009,trusted,UK,51.5,-0.12,dev_repo,login,success,True,1,400.0,6.666666666666667
2025-10-11 17:50:49,user001,admin,device087,untrusted,IN,19.07,72.87,finance_app,logout,success,False,1,1373.0,22.883333333333333
2025-10-11 18:03:23,user001,employee,device048,trusted,DE,52.52,13.4,vpn,logout,success,True,1,754.0,12.566666666666666
2025-10-11 18:13:31,user001,employee,device047,trusted,UK,51.5,-0.12,dev_repo,login,success,False,1,608.0,10.133333333333333
2025-10-11 18:25:41,user001,employee,device005,trusted,US,37.77,-122.41,finance_app,login,success,True,1,730.0,12.166666666666666
2025-10-11 18:42:50,user001,employee,device021,trusted,SG,1.35,103.82,hr_portal,access,failure,False,1,1029.0,17.15
2025-10-11 18:47:17,user001,employee,device074,trusted,IN,19.07,72.87,vpn,logout,success,True,1,267.0,4.45
2025-10-11 18:51:06,user001,employee,device072,trusted,UK,51.5,-0.12,finance_app,access,success,True,1,229.0,3.816666666666667
2025-10-11 19:01:15,user001,employee,device050,untrusted,DE,52.52,13.4,finance_app,login,success,True,1,609.0,10.15
2025-10-11 19:08:25,user001,employee,device080,trusted,UK,51.5,-0.12,hr_portal,login,success,True,1,430.0,7.166666666666667
2025-10-11 19:40:42,user001,contractor,device078,trusted,IN,19.07,72.87,hr_portal,login,success,True,1,1937.0,32.28333333333333
2025-10-11 19:41:16,user001,employee,device066,trusted,DE,52.52,13.4,hr_portal,login,success,True,1,34.0,0.5666666666666667
2025-10-11 20:01:20,user001,contractor,device077,trusted,DE,52.52,13.4,dev_repo,login,success,True,0,1204.0,20.066666666666666
2025-10-11 20:09:47,user001,contractor,device053,trusted,SG,1.35,103.82,hr_portal,logout,success,True,1,507.0,8.45
2025-10-11 20:14:52,user001,contractor,device033,trusted,UK,51.5,-0.12,finance_app,logout,success,True,1,305.0,5.083333333333333
2025-10-11 20:33:31,user001,employee,device071,trusted,US,37.77,-122.41,finance_app,logout,success,True,1,1119.0,18.65
2025-10-11 20:45:15,user001,employee,device036,trusted,IN,19.07,72.87,finance_app,logout,success,False,1,704.0,11.733333333333333
2025-10-11 20:52:54,user001,contractor,device038,trusted,UK,51.5,-0.12,hr_portal,logout,success,True,1,459.0,7.65
2025-10-11 21:17:54,user001,contractor,device098,trusted,UK,51.5,-0.12,dev_repo,login,success,False,0,1500.0,25.0
2025-10-11 21:29:33,user001,contractor,device021,trusted,IN,19.07,72.87,finance_app,logout,success,True,1,699.0,11.65
2025-10-11 21:59:46,user001,contractor,device037,trusted,US,37.77,-122.41,hr_portal,access,success,True,1,1813.0,30.216666666666665
2025-10-11 22:20:51,user001,employee,device080,trusted,SG,1.35,103.82,email,login,success,True,1,1265.0,21.083333333333332
2025-10-11 22:30:41,user001,employee,device084,trusted,UK,51.5,-0.12,dev_repo,logout,success,True,1,590.0,9.833333333333334
2025-10-11 23:32:32,user001,employee,device011,trusted,DE,52.52,13.4,hr_portal,login,success,False,1,3711.0,61.85
2025-10-11 23:39:27,user001,contractor,device011,trusted,US,37.77,-122.41,dev_repo,login,success,False,1,415.0,6.916666666666667
2025-10-12 00:26:10,user001,employee,device096,trusted,UK,51.5,-0.12,hr_portal,logout,success,True,1,2803.0,46.71666666666667
2025-10-12 00:37:37,user001,employee,device081,trusted,SG,1.35,103.82,vpn,access,success,True,1,687.0,11.45
2025-10-12 00:41:59,user001,employee,device016,trusted,US,37.77,-122.41,finance_app,login,success,True,1,262.0,4.366666666666666
2025-10-12 00:59:52,user001,contractor,device020,trusted,DE,52.52,13.4,hr_portal,logout,success,True,1,1073.0,17.883333333333333
2025-10-12 01:11:42,user001,admin,device077,trusted,US,37.77,-122.41,finance_app,access,success,False,1,710.0,11.833333333333334
2025-10-12 01:16:32,user001,employee,device024,untrusted,US,37.77,-122.41,hr_portal,login,success,True,0,290.0,4.833333333333333
2025-10-12 01:22:14,user001,employee,device059,trusted,DE,52.52,13.4,vpn,login,success,True,1,342.0,5.7
2025-10-12 01:30:48,user001,employee,device048,trusted,DE,52.52,13.4,finance_app,login,success,True,0,514.0,8.566666666666666
2025-10-12 01:45:35,user001,admin,device026,trusted,US,37.77,-122.41,hr_portal,login,success,True,1,887.0,14.783333333333333
2025-10-12 02:08:47,user001,employee,device025,trusted,IN,19.07,72.87,hr_portal,login,success,True,1,1392.0,23.2
2025-10-12 02:20:43,user001,employee,device073,untrusted,SG,1.35,103.82,hr_portal,logout,success,False,1,716.0,11.933333333333334
2025-10-12 02:20:47,user001,employee,device070,trusted,UK,51.5,-0.12,hr_portal,login,success,True,1,4.0,0.06666666666666667
2025-10-12 02:26:05,user001,employee,device029,trusted,US,37.77,-122.41,vpn,logout,success,False,1,318.0,5.3
2025-10-12 02:30:35,user001,employee,device043,trusted,IN,19.07,72.87,email,login,success,True,1,270.0,4.5
2025-10-12 02:47:31,user001,employee,device014,trusted,SG,1.35,103.82,vpn,login,success,True,1,1016.0,16.933333333333334
2025-10-12 03:16:01,user001,employee,device040,untrusted,US,37.77,-122.41,dev_repo,logout,success,False,1,1710.0,28.5
2025-10-12 03:31:18,user001,employee,device070,trusted,IN,19.07,72.87,hr_portal,logout,success,True,1,917.0,15.283333333333333
2025-10-12 04:13:25,user001,employee,device079,trusted,SG,1.35,103.82,vpn,logout,success,True,1,2527.0,42.11666666666667
2025-10-12 04:22:42,user001,employee,device087,trusted,SG,1.35,103.82,hr_portal,login,success,True,0,557.0,9.283333333333333
2025-10-12 04:41:25,user001,employee,device087,untrusted,SG,1.35,103.82,email,login,success,True,0,1123.0,18.716666666666665
2025-10-12 05:00:18,user001,employee,device045,trusted,IN,19.07,72.87,vpn,login,success,True,1,1133.0,18.883333333333333
2025-10-12 05:10:26,user001,employee,device032,trusted,DE,52.52,13.4,email,access,success,True,1,608.0,10.133333333333333
2025-10-12 05:13:36,user001,admin,device090,trusted,SG,1.35,103.82,hr_portal,logout,success,True,1,190.0,3.1666666666666665
2025-10-12 05:53:13,user001,contractor,device081,trusted,UK,51.5,-0.12,vpn,access,success,False,1,2377.0,39.61666666666667
2025-10-12 05:57:24,user001,employee,device004,trusted,SG,1.35,103.82,email,logout,success,True,1,251.0,4.183333333333334
2025-10-12 06:03:32,user001,employee,device036,trusted,IN,19.07,72.87,vpn,login,success,True,1,368.0,6.133333333333334
2025-10-12 06:10:08,user001,employee,device022,trusted,UK,51.5,-0.12,email,logout,success,True,1,396.0,6.6
2025-10-12 06:32:49,user001,employee,device098,trusted,SG,1.35,103.82,email,login,success,True,1,1361.0,22.683333333333334
2025-10-12 07:10:42,user001,employee,device056,trusted,UK,51.5,-0.12,finance_app,logout,success,True,1,2273.0,37.88333333333333
2025-10-12 07:14:35,user001,contractor,device089,untrusted,SG,1.35,103.82,dev_repo,access,success,True,1,233.0,3.8833333333333333
2025-10-12 07:21:39,user001,employee,device012,trusted,UK,51.5,-0.12,hr_portal,access,success,True,1,424.0,7.066666666666666
2025-10-12 07:56:22,user001,employee,device024,trusted,DE,52.52,13.4,vpn,logout,success,False,1,2083.0,34.71666666666667
2025-10-12 07:56:33,user001,employee,device082,trusted,IN,19.07,72.87,finance_app,logout,success,True,1,11.0,0.18333333333333332
2025-10-12 08:02:47,user001,employee,device026,trusted,DE,52.52,13.4,vpn,login,success,False,1,374.0,6.233333333333333
2025-10-12 08:12:33,user001,contractor,device056,trusted,US,37.77,-122.41,dev_repo,login,success,True,1,586.0,9.766666666666667
2025-10-12 08:29:49,user001,contractor,device034,trusted,IN,19.07,72.87,finance_app,logout,success,True,1,1036.0,17.266666666666666
2025-10-12 08:51:58,user001,employee,device037,trusted,SG,1.35,103.82,hr_portal,access,success,True,1,1329.0,22.15
2025-10-12 09:04:51,user001,employee,device029,untrusted,UK,51.5,-0.12,finance_app,logout,failure,True,1,773.0,12.883333333333333
2025-10-12 09:06:26,user001,employee,device093,trusted,DE,52.52,13.4,vpn,login,success,True,1,95.0,1.5833333333333333
2025-10-12 09:46:20,user001,employee,device062,trusted,IN,19.07,72.87,hr_portal,access,success,True,1,2394.0,39.9
2025-10-12 09:49:01,user001,contractor,device035,trusted,US,37.77,-122.41,vpn,access,success,True,1,161.0,2.683333333333333
2025-10-12 09:53:21,user001,employee,device039,trusted,UK,51.5,-0.12,vpn,logout,success,False,1,260.0,4.333333333333333
2025-10-12 10:00:15,user001,admin,device032,trusted,SG,1.35,103.82,vpn,access,success,True,1,414.0,6.9
2025-10-12 10:05:04,user001,contractor,device097,trusted,IN,19.07,72.87,dev_repo,access,success,True,1,289.0,4.816666666666666
2025-10-12 10:24:07,user001,contractor,device046,trusted,DE,52.52,13.4,vpn,access,success,True,1,1143.0,19.05
2025-10-12 10:46:43,user001,employee,device018,trusted,DE,52.52,13.4,dev_repo,login,success,True,0,1356.0,22.6
2025-10-12 11:00:11,user001,employee,device080,trusted,IN,19.07,72.87,hr_portal,access,success,True,1,808.0,13.466666666666667
2025-10-12 11:25:30,user001,employee,device095,trusted,IN,19.07,72.87,email,logout,success,False,0,1519.0,25.316666666666666
2025-10-12 11:39:00,user001,contractor,device075,untrusted,UK,51.5,-0.12,dev_repo,access,success,True,1,810.0,13.5
2025-10-12 11:41:59,user001,employee,device071,untrusted,UK,51.5,-0.12,email,logout,success,True,0,179.0,2.9833333333333334
2025-10-12 11:44:24,user001,employee,device085,trusted,UK,51.5,-0.12,email,logout,success,True,0,145.0,2.4166666666666665
2025-10-12 12:02:55,user001,employee,device035,trusted,UK,51.5,-0.12,dev_repo,logout,success,True,0,1111.0,18.516666666666666
2025-10-12 12:10:37,user001,employee,device051,trusted,DE,52.52,13.4,hr_portal,access,success,True,1,462.0,7.7
2025-10-12 12:21:24,user001,employee,device053,trusted,SG,1.35,103.82,dev_repo,access,success,True,1,647.0,10.783333333333333
2025-10-12 12:39:24,user001,employee,device024,trusted,DE,52.52,13.4,email,login,success,True,1,1080.0,18.0
2025-10-12 12:52:42,user001,employee,device029,trusted,US,37.77,-122.41,dev_repo,logout,success,True,1,798.0,13.3
2025-10-12 12:54:56,user001,employee,device051,trusted,SG,1.35,103.82,email,login,success,True,1,134.0,2.2333333333333334
2025-10-12 13:17:03,user001,employee,device042,trusted,US,37.77,-122.41,finance_app,logout,success,True,1,1327.0,22.116666666666667
2025-10-12 13:21:54,user001,employee,device088,untrusted,DE,52.52,13.4,email,login,success,True,1,291.0,4.85
2025-10-12 13:30:20,user001,employee,device001,trusted,IN,19.07,72.87,email,access,success,True,1,506.0,8.433333333333334
2025-10-12 13:48:34,user001,employee,device016,untrusted,US,37.77,-122.41,email,access,success,True,1,1094.0,18.233333333333334
2025-10-12 13:57:56,user001,employee,device001,trusted,SG,1.35,103.82,vpn,access,success,True,1,562.0,9.366666666666667
2025-10-12 14:03:54,user001,employee,device046,trusted,DE,52.52,13.4,dev_repo,logout,success,True,1,358.0,5.966666666666667
2025-10-12 14:06:57,user001,employee,device002,trusted,DE,52.52,13.4,finance_app,access,success,True,0,183.0,3.05
2025-10-12 14:10:14,user001,employee,device001,trusted,IN,19.07,72.87,email,access,success,True,1,197.0,3.283333333333333
2025-10-12 14:21:25,user001,employee,device071,untrusted,DE,52.52,13.4,email,logout,success,True,1,671.0,11.183333333333334
2025-10-12 14:59:19,user001,employee,device063,trusted,UK,51.5,-0.12,finance_app,access,success,True,1,2274.0,37.9
2025-10-12 15:03:04,user001,employee,device014,trusted,DE,52.52,13.4,dev_repo,logout,success,True,1,225.0,3.75
2025-10-12 15:11:34,user001,employee,device032,trusted,DE,52.52,13.4,hr_portal,logout,success,True,0,510.0,8.5
2025-10-12 15:25:03,user001,employee,device049,trusted,UK,51.5,-0.12,hr_portal,login,success,True,1,809.0,13.483333333333333
2025-10-12 16:09:40,user001,employee,device002,untrusted,UK,51.5,-0.12,hr_portal,login,success,False,0,2677.0,44.61666666666667
2025-10-12 17:28:55,user001,employee,device009,trusted,DE,52.52,13.4,vpn,login,success,False,1,4755.0,79.25
2025-10-12 17:32:54,user001,contractor,device038,trusted,SG,1.35,103.82,hr_portal,logout,success,True,1,239.0,3.9833333333333334
2025-10-12 17:42:42,user001,contractor,device029,trusted,IN,19.07,72.87,finance_app,access,success,False,1,588.0,9.8
2025-10-12 17:43:53,user001,employee,device012,trusted,DE,52.52,13.4,finance_app,login,success,False,1,71.0,1.1833333333333333
2025-10-12 17:44:04,user001,contractor,device069,trusted,UK,51.5,-0.12,email,logout,success,True,1,11.0,0.18333333333333332
2025-10-12 17:50:42,user001,contractor,device072,trusted,DE,52.52,13.4,hr_portal,logout,success,True,1,398.0,6.633333333333334
